device-registry asset->update->1	root->command-group:device-registry asset->command:update->operation ind: 1	ChangeType.CHANGE	"{""instanceUpdate"": {""ref"": ""$Instance"", ""json"": {""schema"": {""type"": ""object"", ""name"": ""resource"", ""required"": true, ""props"": [{""type"": ""object"", ""name"": ""properties"", ""props"": [{""type"": ""object"", ""name"": ""attributes"", ""arg"": ""$resource.properties.attributes"", ""additionalProps"": {""anyType"": true}}, {""type"": ""array<object>"", ""name"": ""datasets"", ""arg"": ""$resource.properties.datasets"", ""item"": {""type"": ""object"", ""props"": [{""type"": ""array<object>"", ""name"": ""dataPoints"", ""arg"": ""$resource.properties.datasets[].dataPoints"", ""item"": {""type"": ""object"", ""props"": [{""type"": ""string"", ""name"": ""dataPointConfiguration"", ""arg"": ""$resource.properties.datasets[].dataPoints[].dataPointConfiguration""}, {""type"": ""string"", ""name"": ""dataSource"", ""arg"": ""$resource.properties.datasets[].dataPoints[].dataSource"", ""required"": true}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.datasets[].dataPoints[].name"", ""required"": true}, {""default"": {""value"": ""None""}, ""type"": ""string"", ""name"": ""observabilityMode"", ""arg"": ""$resource.properties.datasets[].dataPoints[].observabilityMode"", ""enum"": {""items"": [{""value"": ""Counter""}, {""value"": ""Gauge""}, {""value"": ""Histogram""}, {""value"": ""Log""}, {""value"": ""None""}]}}]}}, {""type"": ""string"", ""name"": ""datasetConfiguration"", ""arg"": ""$resource.properties.datasets[].datasetConfiguration""}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.datasets[].name"", ""required"": true}, {""type"": ""@Topic_update"", ""name"": ""topic"", ""arg"": ""$resource.properties.datasets[].topic""}]}}, {""type"": ""string"", ""name"": ""defaultDatasetsConfiguration"", ""arg"": ""$resource.properties.defaultDatasetsConfiguration""}, {""type"": ""string"", ""name"": ""defaultEventsConfiguration"", ""arg"": ""$resource.properties.defaultEventsConfiguration""}, {""type"": ""object"", ""name"": ""defaultTopic"", ""arg"": ""$resource.properties.defaultTopic"", ""props"": [{""type"": ""string"", ""name"": ""path"", ""arg"": ""@Topic_update.path"", ""required"": true}, {""default"": {""value"": ""Never""}, ""type"": ""string"", ""name"": ""retain"", ""arg"": ""@Topic_update.retain"", ""enum"": {""items"": [{""value"": ""Keep""}, {""value"": ""Never""}]}}], ""cls"": ""Topic_update""}, {""type"": ""string"", ""name"": ""description"", ""arg"": ""$resource.properties.description""}, {""type"": ""string"", ""name"": ""displayName"", ""arg"": ""$resource.properties.displayName""}, {""type"": ""string"", ""name"": ""documentationUri"", ""arg"": ""$resource.properties.documentationUri""}, {""type"": ""boolean"", ""name"": ""enabled"", ""arg"": ""$resource.properties.enabled""}, {""type"": ""array<object>"", ""name"": ""events"", ""arg"": ""$resource.properties.events"", ""item"": {""type"": ""object"", ""props"": [{""type"": ""string"", ""name"": ""eventConfiguration"", ""arg"": ""$resource.properties.events[].eventConfiguration""}, {""type"": ""string"", ""name"": ""eventNotifier"", ""arg"": ""$resource.properties.events[].eventNotifier"", ""required"": true}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.events[].name"", ""required"": true}, {""default"": {""value"": ""None""}, ""type"": ""string"", ""name"": ""observabilityMode"", ""arg"": ""$resource.properties.events[].observabilityMode"", ""enum"": {""items"": [{""value"": ""Log""}, {""value"": ""None""}]}}, {""type"": ""@Topic_update"", ""name"": ""topic"", ""arg"": ""$resource.properties.events[].topic""}]}}, {""type"": ""string"", ""name"": ""hardwareRevision"", ""arg"": ""$resource.properties.hardwareRevision""}, {""type"": ""string"", ""name"": ""manufacturer"", ""arg"": ""$resource.properties.manufacturer""}, {""type"": ""string"", ""name"": ""manufacturerUri"", ""arg"": ""$resource.properties.manufacturerUri""}, {""type"": ""string"", ""name"": ""model"", ""arg"": ""$resource.properties.model""}, {""type"": ""string"", ""name"": ""productCode"", ""arg"": ""$resource.properties.productCode""}, {""type"": ""string"", ""name"": ""serialNumber"", ""arg"": ""$resource.properties.serialNumber""}, {""type"": ""string"", ""name"": ""softwareRevision"", ""arg"": ""$resource.properties.softwareRevision""}], ""clientFlatten"": true}, {""type"": ""object"", ""name"": ""tags"", ""arg"": ""$resource.tags"", ""additionalProps"": {""item"": {""type"": ""string""}}}], ""clientFlatten"": true}}}}"	"{""instanceUpdate"": {""ref"": ""$Instance"", ""json"": {""schema"": {""type"": ""object"", ""name"": ""resource"", ""required"": true, ""props"": [{""type"": ""object"", ""name"": ""properties"", ""props"": [{""type"": ""object"", ""name"": ""attributes"", ""arg"": ""$resource.properties.attributes""}, {""type"": ""array<object>"", ""name"": ""datasets"", ""arg"": ""$resource.properties.datasets"", ""item"": {""type"": ""object"", ""props"": [{""type"": ""array<object>"", ""name"": ""dataPoints"", ""arg"": ""$resource.properties.datasets[].dataPoints"", ""item"": {""type"": ""object"", ""props"": [{""type"": ""string"", ""name"": ""dataPointConfiguration"", ""arg"": ""$resource.properties.datasets[].dataPoints[].dataPointConfiguration""}, {""type"": ""string"", ""name"": ""dataSource"", ""arg"": ""$resource.properties.datasets[].dataPoints[].dataSource"", ""required"": true}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.datasets[].dataPoints[].name"", ""required"": true}, {""default"": {""value"": ""None""}, ""type"": ""string"", ""name"": ""observabilityMode"", ""arg"": ""$resource.properties.datasets[].dataPoints[].observabilityMode"", ""enum"": {""items"": [{""value"": ""Counter""}, {""value"": ""Gauge""}, {""value"": ""Histogram""}, {""value"": ""Log""}, {""value"": ""None""}]}}]}}, {""type"": ""string"", ""name"": ""datasetConfiguration"", ""arg"": ""$resource.properties.datasets[].datasetConfiguration""}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.datasets[].name"", ""required"": true}, {""type"": ""@TopicCreateOrUpdate_update"", ""name"": ""topic"", ""arg"": ""$resource.properties.datasets[].topic""}]}}, {""type"": ""string"", ""name"": ""defaultDatasetsConfiguration"", ""arg"": ""$resource.properties.defaultDatasetsConfiguration""}, {""type"": ""string"", ""name"": ""defaultEventsConfiguration"", ""arg"": ""$resource.properties.defaultEventsConfiguration""}, {""type"": ""object"", ""name"": ""defaultTopic"", ""arg"": ""$resource.properties.defaultTopic"", ""props"": [{""type"": ""string"", ""name"": ""path"", ""arg"": ""@TopicCreateOrUpdate_update.path"", ""required"": true}, {""default"": {""value"": ""Never""}, ""type"": ""string"", ""name"": ""retain"", ""arg"": ""@TopicCreateOrUpdate_update.retain"", ""enum"": {""items"": [{""value"": ""Keep""}, {""value"": ""Never""}]}}], ""cls"": ""TopicCreateOrUpdate_update""}, {""type"": ""string"", ""name"": ""description"", ""arg"": ""$resource.properties.description""}, {""type"": ""string"", ""name"": ""displayName"", ""arg"": ""$resource.properties.displayName""}, {""type"": ""string"", ""name"": ""documentationUri"", ""arg"": ""$resource.properties.documentationUri""}, {""type"": ""boolean"", ""name"": ""enabled"", ""arg"": ""$resource.properties.enabled""}, {""type"": ""array<object>"", ""name"": ""events"", ""arg"": ""$resource.properties.events"", ""item"": {""type"": ""object"", ""props"": [{""type"": ""string"", ""name"": ""eventConfiguration"", ""arg"": ""$resource.properties.events[].eventConfiguration""}, {""type"": ""string"", ""name"": ""eventNotifier"", ""arg"": ""$resource.properties.events[].eventNotifier"", ""required"": true}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.events[].name"", ""required"": true}, {""default"": {""value"": ""None""}, ""type"": ""string"", ""name"": ""observabilityMode"", ""arg"": ""$resource.properties.events[].observabilityMode"", ""enum"": {""items"": [{""value"": ""Log""}, {""value"": ""None""}]}}, {""type"": ""@TopicCreateOrUpdate_update"", ""name"": ""topic"", ""arg"": ""$resource.properties.events[].topic""}]}}, {""type"": ""string"", ""name"": ""hardwareRevision"", ""arg"": ""$resource.properties.hardwareRevision""}, {""type"": ""string"", ""name"": ""manufacturer"", ""arg"": ""$resource.properties.manufacturer""}, {""type"": ""string"", ""name"": ""manufacturerUri"", ""arg"": ""$resource.properties.manufacturerUri""}, {""type"": ""string"", ""name"": ""model"", ""arg"": ""$resource.properties.model""}, {""type"": ""string"", ""name"": ""productCode"", ""arg"": ""$resource.properties.productCode""}, {""type"": ""string"", ""name"": ""serialNumber"", ""arg"": ""$resource.properties.serialNumber""}, {""type"": ""string"", ""name"": ""softwareRevision"", ""arg"": ""$resource.properties.softwareRevision""}]}, {""type"": ""object"", ""name"": ""tags"", ""arg"": ""$resource.tags"", ""additionalProps"": {""item"": {""type"": ""string""}}}], ""clientFlatten"": true}}}}"
device-registry asset->update->2->request->path->params->resourceGroupName->format	root->command-group:device-registry asset->command:update->operation ind: 2->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset->update->2->responses->error	root->command-group:device-registry asset->command:update->operation ind: 2->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset->update->2->responses->200.201->body->schema->props->id->format	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->id->format	ChangeType.REMOVE	"{""template"": ""/subscriptions/{}/resourceGroups/{}/providers/Microsoft.DeviceRegistry/assets/{}""}"
device-registry asset->update->2->responses->200.201->body->schema->props->location->type	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset->update->2->responses->200.201->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset->update->2->responses->200.201->body->schema->props->properties->props->attributes->additionalProps->anyType	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->props->attributes->additionalProps->anyType	ChangeType.REMOVE	true
device-registry asset->update->2->responses->200.201->body->schema->props->properties->props->defaultTopic->cls	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->props->defaultTopic->cls	ChangeType.REMOVE	"""Topic_read"""
device-registry asset->update->2->responses->200.201->body->schema->props->properties->props->defaultTopic->type	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->props->defaultTopic->type	ChangeType.CHANGE	"""object"""	"""@Topic_read"""
device-registry asset->update->2->responses->200.201->body->schema->props->properties->props->defaultTopic->props->path	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->props->defaultTopic->props->path	ChangeType.REMOVE	"{""type"": ""string"", ""name"": ""path"", ""required"": true}"
device-registry asset->update->2->responses->200.201->body->schema->props->properties->props->defaultTopic->props->retain	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->props->defaultTopic->props->retain	ChangeType.REMOVE	"{""default"": {""value"": ""Never""}, ""type"": ""string"", ""name"": ""retain"", ""enum"": {""items"": [{""value"": ""Keep""}, {""value"": ""Never""}]}}"
device-registry asset->update->2->responses->200.201->body->schema->props->properties->props->status->props->datasets->item	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->props->status->props->datasets->item	ChangeType.CHANGE	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""object"", ""name"": ""messageSchemaReference"", ""props"": [{""readOnly"": true, ""type"": ""string"", ""name"": ""schemaName""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""schemaRegistryNamespace""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""schemaVersion""}], ""cls"": ""MessageSchemaReference_read""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name""}]}"	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""@MessageSchemaReference_read"", ""name"": ""messageSchemaReference""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name"", ""required"": true}]}"
device-registry asset->update->2->responses->200.201->body->schema->props->properties->props->status->props->events->item	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->props->status->props->events->item	ChangeType.CHANGE	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""@MessageSchemaReference_read"", ""name"": ""messageSchemaReference""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name""}]}"	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""@MessageSchemaReference_read"", ""name"": ""messageSchemaReference""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name"", ""required"": true}]}"
device-registry asset->list->$Condition_Assets_ListByResourceGroup	root->command-group:device-registry asset->command:list->condition var: $Condition_Assets_ListByResourceGroup	ChangeType.CHANGE	"{""var"": ""$Condition_Assets_ListByResourceGroup"", ""operator"": {""type"": ""and"", ""operators"": [{""type"": ""hasValue"", ""arg"": ""$Path.resourceGroupName""}, {""type"": ""hasValue"", ""arg"": ""$Path.subscriptionId""}]}}"	"{""var"": ""$Condition_Assets_ListByResourceGroup"", ""operator"": {""type"": ""and"", ""operators"": [{""type"": ""hasValue"", ""arg"": ""$Path.resourceGroupName""}, {""type"": ""hasValue"", ""arg"": ""$Path.subscriptionId""}]}, ""checked"": true}"
device-registry asset->list->$Condition_Assets_ListBySubscription	root->command-group:device-registry asset->command:list->condition var: $Condition_Assets_ListBySubscription	ChangeType.CHANGE	"{""var"": ""$Condition_Assets_ListBySubscription"", ""operator"": {""type"": ""and"", ""operators"": [{""type"": ""hasValue"", ""arg"": ""$Path.subscriptionId""}, {""type"": ""not"", ""operator"": {""type"": ""hasValue"", ""arg"": ""$Path.resourceGroupName""}}]}}"	"{""var"": ""$Condition_Assets_ListBySubscription"", ""operator"": {""type"": ""and"", ""operators"": [{""type"": ""hasValue"", ""arg"": ""$Path.subscriptionId""}, {""type"": ""not"", ""operator"": {""type"": ""hasValue"", ""arg"": ""$Path.resourceGroupName""}}]}, ""checked"": true}"
